sample_id,region,PF,R_ohm,L_H,fsw_Hz,StopTime_s,analysisWindow_s,Vout_rms_V,Vout_fund_rms_V,Vout_THD_fft_pct,THD_block_pct,THD_used_pct,Vout_error_pct,Vout_valid_2pct,Irms_A,IL_rms_A,IL_ripple_rms_A,IL_ripple_rms_pct_of_Irms,Pac_W,Pdc_W,Psw_4mos_W,Pcond_4mos_W,Pmos_total_4mos_W,R_L_filter_ohm,P_L_filter_W,eta_total_mosfet_pct,eta_with_filter_pct,Tj_final_C,Good_condition,Strict_condition
431,normal,0.99,15,0.0068035053395639,22000,0.25,0.2,218.258590996242,218.213958782506,0.192011265354262,0.833731811300164,0.833731811300164,0.81183691704289,1,13.9074364144111,14.3646803440098,1.72619474337924,12.412026860612,3113.5071017916,3154.56765391074,15.1901054344705,14.8255030156235,30.015608450094,0.012,2.476128496627,99.0451601207683,98.9672044202104,25.3006972934625,1,1
432,normal,0.99,15,0.0068035053395639,24000,0.25,0.2,218.614986678371,218.614708940216,0.109565663081353,0.461537356879533,0.461537356879533,0.629677754447342,1,13.920339401834,14.3199838139532,1.01046044262852,7.2588779156878,3122.70640332601,3160.3228574884,16.8186178202867,14.792807729758,31.6114255500447,0.012,2.46074323718256,98.9978363860274,98.9206664956415,25.314670213063,1,1
433,normal,0.6,20,0.0848826363156775,2000,0.25,0.2,203.490692664112,202.687256029187,3.2885514358688,12.9711473816209,12.9711473816209,7.8694290776422,0,5.92939588950164,12.1649121966142,11.2270617519156,189.345794430658,742.378358476226,809.856862062355,2.60067309681619,11.405196570364,14.0058696671802,0.012,1.77582106501601,98.1483128354542,97.9184222713036,25.1566240886875,0,0
434,normal,0.6,20,0.0848826363156775,6000,0.25,0.2,217.167654478714,217.068391987895,0.554660650246942,1.78199987299757,1.78199987299757,1.33254909641155,1,6.30581418998806,6.29337744899692,3.78351048264562,60.0003483872521,848.707271199994,887.461484606545,3.39150228056411,2.80889819955754,6.20040048012164,0.012,0.475279196586516,99.2747286419905,99.2195683033119,25.082714049343,0,0
435,normal,0.6,20,0.0848826363156775,10000,0.25,0.2,218.152562210298,218.149233258599,0.351842511297272,1.02767066211231,1.02767066211231,0.841257609727638,1,6.33172825743751,5.73954196873616,2.72329775003574,43.0103383991068,856.486589123214,888.767188919297,4.70299849409238,2.44192522207232,7.1449237161647,0.012,0.395308104130605,99.1726883966202,99.1273150743097,25.0905225498009,0,0
436,normal,0.6,20,0.0848826363156775,12000,0.25,0.2,218.252462550894,218.196110041121,0.311175532226115,0.902250275452852,0.902250275452852,0.8199499813085,1,6.33719270708912,5.87231944066489,2.98924528899315,47.1698656985644,857.449928149477,892.899593887313,4.82730605732931,2.53753486049631,7.36484091782561,0.012,0.413809627358529,99.1483909408984,99.1009716118116,25.0927836775195,0,0
437,normal,0.6,20,0.0848826363156775,14000,0.25,0.2,218.846747112251,218.835094681251,0.191957987035269,0.66646535938364,0.66646535938364,0.529502417613359,1,6.35498595177562,5.507086789971,2.15347262271793,33.8863474924951,862.112498759001,892.256438254612,5.04408125207954,2.27072266455901,7.31480391663855,0.012,0.363936058947277,99.1586641120968,99.1171743708574,25.0916645115345,0,0
438,normal,0.6,20,0.0848826363156775,16000,0.25,0.2,219.082298855492,219.095733435481,0.0938962202383165,0.427850586088181,0.427850586088181,0.411030256599658,1,6.36012362035629,5.32204552169249,1.60576076773323,25.2473200771414,863.980673445566,890.421569349325,5.84750452429762,2.17096365693277,8.01846818123039,0.012,0.339890022419605,99.0804499914678,99.0418452115059,25.0981441170956,0,0
439,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.6,20,0.0848826363156775,17000,0.25,0.2,218.694032332739,218.848258795241,0.223296720136613,0.746664589631727,0.746664589631727,0.523518729435815,1,6.34513352422602,5.54506717245993,2.25764135374611,35.5806752549229,860.968443651645,890.126166591246,6.38947050614478,2.35898088870929,8.74845139485407,0.012,0.368973239365113,98.9941035474094,98.9521235815287,25.105797309427,0,0
440,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.6,20,0.0848826363156775,18000,0.25,0.2,217.574426152561,217.717737143766,0.401968352811399,1.20824650783402,1.20824650783402,1.03739220737919,1,6.30466107132809,5.84719019550218,2.96722237411295,47.0639474595563,851.543266149801,884.71358333796,6.73315884851538,2.55226656883876,9.28542541735414,0.012,0.410275598188522,98.9213387624836,98.8742147783379,25.1107580764711,0,0
441,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.6,20,0.0848826363156775,19000,0.25,0.2,217.370421879892,217.189055622881,0.531140154821254,2.15440359784517,2.15440359784517,1.27770198959935,1,6.3294870007505,5.92939851330071,3.13421196218454,49.5176301304182,851.409290487428,885.638926274129,7.00421743531335,2.60495029656652,9.60916773187986,0.012,0.421893200754392,98.8839765698226,98.8355478221912,25.1136870495167,0,0
442,normal,0.6,20,0.0848826363156775,20000,0.25,0.2,217.077732488602,216.843716911593,0.536665599707669,1.85377828206458,1.85377828206458,1.43467413109407,1,6.31428178660107,5.85760175141355,3.00732955345529,47.6274207438264,848.998260335901,881.38262537788,7.68203770345961,2.69827032392765,10.3803080273873,0.012,0.411737979337957,98.7921146268336,98.7448048754315,25.1195032705849,0,0
443,normal,0.6,20,0.0848826363156775,22000,0.25,0.2,218.410135452953,218.352175677359,0.258751069231798,0.440845819851476,0.440845819851476,0.749011055745838,1,6.33218500511895,5.44618580743383,2.01870793700391,31.8801161900983,858.214644803619,885.093150225124,7.78273525890555,2.31253343248713,10.0952686913927,0.012,0.355931278189124,98.8373657222502,98.7968676295417,25.1167591579589,0,0
444,normal,0.6,20,0.0848826363156775,24000,0.25,0.2,219.143811746761,219.129869639273,0.123201560546523,0.652562398566813,0.652562398566813,0.395513800330501,1,6.36466601642715,5.18742907208569,1.07193369227183,16.84194723659,864.581105026052,886.832674857718,8.72004838284894,2.14082489247727,10.8608732753262,0.012,0.322913044535038,98.7593839975095,98.7229693231167,25.123085351159,1,0
445,normal,0.7,20,0.0649482077222618,2000,0.25,0.2,199.887970863093,198.909620670769,4.21433047781719,15.527894256213,15.527894256213,9.58653605874128,0,6.70004042930215,14.8642679724671,13.7200887806236,204.776208821364,958.148429402355,1037.78771020661,2.80583211087738,16.7870510851116,19.592883195989,0.012,2.65135754828773,97.9961076673828,97.7310886319713,25.2001894411263,0,0
446,normal,0.7,20,0.0649482077222618,6000,0.25,0.2,217.225622941597,217.209190206438,0.517366587014059,1.38910155152528,1.38910155152528,1.26854990616435,1,7.34020881902768,7.18114299471286,3.43712048396755,46.8259223778166,1155.52996114747,1194.30933178617,3.84943397540425,3.79115710259404,7.64059107799829,0.012,0.618825776526163,99.3431237522838,99.2902996873279,25.0957451618096,0,0
447,normal,0.7,20,0.0649482077222618,10000,0.25,0.2,217.870317680613,217.935364903191,0.381018514722988,1.11785880885037,1.11785880885037,0.938470498549681,1,7.36534416405118,6.89283592941773,2.74175719321282,37.2251062834891,1162.83090775521,1196.33466044484,5.09628243400247,3.50423103561595,8.60051346961843,0.012,0.570134245798463,99.2658116118632,99.2175225644872,25.1048014650794,0,0
